"Site" "ss_data" "size"
"552" "Pasi_Gusung_North_nonreserve2" "0" -3.7
"553" "Pasi_Gusung_North_nonreserve2" "0" -3.6
"554" "Pasi_Gusung_North_nonreserve2" "0" -3.5
"555" "Pasi_Gusung_North_nonreserve2" "0" -3.4
"556" "Pasi_Gusung_North_nonreserve2" "0" -3.3
"557" "Pasi_Gusung_North_nonreserve2" "0" -3.2
"558" "Pasi_Gusung_North_nonreserve2" "0" -3.1
"559" "Pasi_Gusung_North_nonreserve2" "0" -3
"560" "Pasi_Gusung_North_nonreserve2" "0" -2.9
"561" "Pasi_Gusung_North_nonreserve2" "0" -2.8
"562" "Pasi_Gusung_North_nonreserve2" "0" -2.7
"563" "Pasi_Gusung_North_nonreserve2" "0" -2.6
"564" "Pasi_Gusung_North_nonreserve2" "0" -2.5
"565" "Pasi_Gusung_North_nonreserve2" "0" -2.4
"566" "Pasi_Gusung_North_nonreserve2" "0" -2.3
"567" "Pasi_Gusung_North_nonreserve2" "0" -2.2
"568" "Pasi_Gusung_North_nonreserve2" "0" -2.1
"569" "Pasi_Gusung_North_nonreserve2" "0" -2
"570" "Pasi_Gusung_North_nonreserve2" "0" -1.9
"571" "Pasi_Gusung_North_nonreserve2" "0" -1.8
"572" "Pasi_Gusung_North_nonreserve2" "0" -1.7
"573" "Pasi_Gusung_North_nonreserve2" "0" -1.6
"574" "Pasi_Gusung_North_nonreserve2" "10" -1.5
"575" "Pasi_Gusung_North_nonreserve2" "8.33990205490051" -1.4
"576" "Pasi_Gusung_North_nonreserve2" "7.48173733874084" -1.3
"577" "Pasi_Gusung_North_nonreserve2" "7.10068313002757" -1.2
"578" "Pasi_Gusung_North_nonreserve2" "6.99242950456437" -1.1
"579" "Pasi_Gusung_North_nonreserve2" "6.96646495747789" -1
"580" "Pasi_Gusung_North_nonreserve2" "6.93962597714009" -0.899999999999999
"581" "Pasi_Gusung_North_nonreserve2" "6.91179304914436" -0.799999999999999
"582" "Pasi_Gusung_North_nonreserve2" "6.88283166586377" -0.699999999999999
"583" "Pasi_Gusung_North_nonreserve2" "6.85259056101294" -0.6
"584" "Pasi_Gusung_North_nonreserve2" "6.82089977041717" -0.5
"585" "Pasi_Gusung_North_nonreserve2" "6.78756851221234" -0.399999999999999
"586" "Pasi_Gusung_North_nonreserve2" "6.75238288309557" -0.299999999999999
"587" "Pasi_Gusung_North_nonreserve2" "6.71510337217152" -0.199999999999999
"588" "Pasi_Gusung_North_nonreserve2" "6.67546220084065" -0.0999999999999996
"589" "Pasi_Gusung_North_nonreserve2" "6.63316050661766" 0
"590" "Pasi_Gusung_North_nonreserve2" "6.58786540139994" 0.100000000000001
"591" "Pasi_Gusung_North_nonreserve2" "6.53920695135461" 0.200000000000001
"592" "Pasi_Gusung_North_nonreserve2" "6.48677514718096" 0.300000000000001
"593" "Pasi_Gusung_North_nonreserve2" "6.43011696113157" 0.4
