"Site" "ss_data" "size"
"492" "Pasi_Gusung_North_nonreserve2" "1439.35946202604" -9.7
"493" "Pasi_Gusung_North_nonreserve2" "1358.84295501074" -9.6
"494" "Pasi_Gusung_North_nonreserve2" "1282.8304708424" -9.5
"495" "Pasi_Gusung_North_nonreserve2" "1211.07005842976" -9.4
"496" "Pasi_Gusung_North_nonreserve2" "1143.32386060484" -9.3
"497" "Pasi_Gusung_North_nonreserve2" "1079.36732572121" -9.2
"498" "Pasi_Gusung_North_nonreserve2" "1018.98846335476" -9.1
"499" "Pasi_Gusung_North_nonreserve2" "961.987141639941" -9
"500" "Pasi_Gusung_North_nonreserve2" "908.174423912392" -8.9
"501" "Pasi_Gusung_North_nonreserve2" "857.371942459198" -8.8
"502" "Pasi_Gusung_North_nonreserve2" "809.411307300994" -8.7
"503" "Pasi_Gusung_North_nonreserve2" "764.133548046312" -8.6
"504" "Pasi_Gusung_North_nonreserve2" "721.388586968072" -8.5
"505" "Pasi_Gusung_North_nonreserve2" "681.034741555742" -8.4
"506" "Pasi_Gusung_North_nonreserve2" "642.938254894272" -8.3
"507" "Pasi_Gusung_North_nonreserve2" "606.972852313228" -8.2
"508" "Pasi_Gusung_North_nonreserve2" "573.019322836593" -8.1
"509" "Pasi_Gusung_North_nonreserve2" "540.96512404588" -8
"510" "Pasi_Gusung_North_nonreserve2" "510.704009046877" -7.9
"511" "Pasi_Gusung_North_nonreserve2" "482.135674303529" -7.8
"512" "Pasi_Gusung_North_nonreserve2" "455.165427171694" -7.7
"513" "Pasi_Gusung_North_nonreserve2" "429.703872030766" -7.6
"514" "Pasi_Gusung_North_nonreserve2" "405.666613972819" -7.5
"515" "Pasi_Gusung_North_nonreserve2" "382.973979067123" -7.4
"516" "Pasi_Gusung_North_nonreserve2" "361.550750272815" -7.3
"517" "Pasi_Gusung_North_nonreserve2" "341.325918124387" -7.2
"518" "Pasi_Gusung_North_nonreserve2" "322.232445363606" -7.1
"519" "Pasi_Gusung_North_nonreserve2" "304.207044737722" -7
"520" "Pasi_Gusung_North_nonreserve2" "287.189969227445" -6.9
"521" "Pasi_Gusung_North_nonreserve2" "271.124814009389" -6.8
"522" "Pasi_Gusung_North_nonreserve2" "255.958329496562" -6.7
"523" "Pasi_Gusung_North_nonreserve2" "241.640244837205" -6.6
"524" "Pasi_Gusung_North_nonreserve2" "228.123101286957" -6.5
"525" "Pasi_Gusung_North_nonreserve2" "215.362094902027" -6.4
"526" "Pasi_Gusung_North_nonreserve2" "203.31492803198" -6.3
"527" "Pasi_Gusung_North_nonreserve2" "191.94166911988" -6.2
